id,LLScore_Original,PPL_Original,LLScore_Randomized,PPL_Randomized,LLScore_Change,PPL_Change
8600173,-714.8492107391357,48.66938018798828,-732.02077293396,53.43007278442383,-17.17156219482422,4.760692596435547
8600178,-649.3985366821289,20.792089462280273,-738.950626373291,30.60207176208496,-89.55208969116211,9.809982299804688
8600186,-696.2483253479004,63.075679779052734,-754.2421760559082,89.08016967773438,-57.99385070800781,26.00448989868164
8600189,-567.5550012588501,31.83929443359375,-599.474853515625,38.680458068847656,-31.919852256774902,6.841163635253906
8600190,-1056.365522146225,22.558738708496094,-1161.8542070388794,30.79334259033203,-105.48868489265442,8.234603881835938
8600195,-411.93103790283203,26.989511489868164,-451.71225786209106,36.05400466918945,-39.78121995925903,9.064493179321289
8600196,-612.3674690723419,28.396625518798828,-699.0908012390137,44.67466354370117,-86.72333216667175,16.278038024902344
8600198,-512.1248912811279,33.37158203125,-535.9513459205627,39.287235260009766,-23.826454639434814,5.915653228759766
8600199,-652.5902652740479,28.406465530395508,-691.2447953224182,34.63431930541992,-38.65453004837036,6.227853775024414
8600200,-743.0670809745789,49.94285202026367,-769.697995185852,57.45730209350586,-26.630914211273193,7.5144500732421875
8600201,-625.6631143093109,28.383047103881836,-693.641604423523,40.825767517089844,-67.97849011421204,12.442720413208008
8600202,-1011.2426528930664,35.63383483886719,-1094.2462584972382,47.77939987182617,-83.00360560417175,12.145565032958984
8600205,-588.6075856685638,32.55350875854492,-602.6946527957916,35.38331985473633,-14.087067127227783,2.8298110961914062
8600206,-745.8618273735046,29.22254180908203,-784.9467489719391,34.87587356567383,-39.08492159843445,5.653331756591797
8600207,-770.1602554321289,52.9791374206543,-806.898844242096,62.67375564575195,-36.73858880996704,9.694618225097656
8600209,-567.3876185417175,36.27253723144531,-570.4234924316406,36.97623062133789,-3.0358738899230957,0.7036933898925781
8600210,-568.0607180595398,18.69297981262207,-602.7597806453705,22.716867446899414,-34.69906258583069,4.023887634277344
8600212,-712.0210494995117,20.430692672729492,-741.0996675491333,23.109708786010742,-29.078618049621582,2.67901611328125
8600214,-652.8472309112549,79.95988464355469,-657.2644729614258,82.36585235595703,-4.417242050170898,2.4059677124023438
8600216,-397.1212577819824,39.52955627441406,-397.1212577819824,39.52955627441406,0.0,0.0
8600218,-605.3051791191101,27.822711944580078,-633.4658803939819,32.47861099243164,-28.160701274871826,4.6558990478515625
8600219,-636.0796475410461,28.43974494934082,-656.2241220474243,31.62067413330078,-20.144474506378174,3.180929183959961
8600223,-470.89715576171875,39.6021728515625,-489.7213439941406,45.87627029418945,-18.824188232421875,6.274097442626953
8600225,-565.8887207508087,30.865177154541016,-574.5208919048309,32.522911071777344,-8.632171154022217,1.6577339172363281
8600228,-335.26759338378906,49.326446533203125,-337.75932121276855,50.77651596069336,-2.491727828979492,1.4500694274902344
8600231,-816.8921542167664,16.72441291809082,-884.8562045097351,21.365686416625977,-67.96405029296875,4.641273498535156
8600233,-532.5988731384277,20.61728858947754,-590.3551254272461,28.625286102294922,-57.75625228881836,8.007997512817383
8600234,-492.4660873413086,21.713041305541992,-500.52173614501953,22.834232330322266,-8.055648803710938,1.1211910247802734
8600237,-906.412109375,28.005403518676758,-951.5157661437988,33.056549072265625,-45.10365676879883,5.051145553588867
8600239,-688.3858323097229,51.0922737121582,-705.3158340454102,57.6009635925293,-16.930001735687256,6.508689880371094
8600241,-406.5911183357239,87.18517303466797,-415.49658250808716,96.14875793457031,-8.905464172363281,8.963584899902344
8600243,-817.918062210083,26.355375289916992,-900.6402089595795,37.22679901123047,-82.72214674949646,10.871423721313477
8600244,-657.6827495098114,26.36542510986328,-730.7397558689117,37.92161178588867,-73.05700635910034,11.55618667602539
8600246,-544.215978384018,42.6579475402832,-547.2961926460266,43.57381820678711,-3.080214262008667,0.9158706665039062
8600252,-732.9404010772705,29.76230239868164,-754.327713727951,32.33546447753906,-21.387312650680542,2.573162078857422
8600254,-637.4463882446289,20.223041534423828,-709.3573989868164,28.389673233032227,-71.9110107421875,8.166631698608398
8600255,-511.9412214756012,49.79667663574219,-504.93327140808105,45.84435272216797,7.007950067520142,-3.9523239135742188
8600263,-631.6293740272522,45.97311782836914,-636.7158365249634,47.41240310668945,-5.086462497711182,1.4392852783203125
8600265,-557.0265312194824,75.0410385131836,-558.8888068199158,76.1322021484375,-1.8622756004333496,1.0911636352539062
8600267,-440.94738960266113,25.59149932861328,-469.3538627624512,31.53605079650879,-28.40647315979004,5.944551467895508
8600270,-751.5245733261108,39.80306625366211,-771.061580657959,43.803497314453125,-19.537007331848145,4.000431060791016
8600272,-1016.4006757736206,44.36894607543945,-1037.0751152038574,47.92720413208008,-20.674439430236816,3.558258056640625
8600275,-620.0256795883179,36.77434539794922,-658.8408546447754,46.084197998046875,-38.81517505645752,9.309852600097656
8600298,-979.7427606582642,37.6629524230957,-995.6764984130859,39.95248031616211,-15.933737754821777,2.2895278930664062
8600301,-772.4434583187103,19.289356231689453,-850.574312210083,26.021039962768555,-78.13085389137268,6.731683731079102
8600305,-1003.0835843086243,29.972591400146484,-1059.8146402835846,36.32811737060547,-56.73105597496033,6.355525970458984
8600306,-993.7183446884155,23.922489166259766,-1033.7795901298523,27.18893814086914,-40.06124544143677,3.266448974609375
8600307,-840.661529302597,34.71233367919922,-879.0183348655701,40.810447692871094,-38.35680556297302,6.098114013671875
8600316,-921.5567579269409,28.190181732177734,-988.0081872940063,35.86420822143555,-66.45142936706543,7.6740264892578125
8600317,-1031.47061753273,26.989105224609375,-1104.0078563690186,34.41480255126953,-72.53723883628845,7.425697326660156
8600320,-834.037127494812,26.33065414428711,-847.4316823482513,27.75071144104004,-13.394554853439331,1.4200572967529297
8600326,-832.6835632324219,36.203407287597656,-876.8435039520264,43.794044494628906,-44.15994071960449,7.59063720703125
8600329,-737.4024248123169,17.23795509338379,-890.6670980453491,29.948904037475586,-153.26467323303223,12.710948944091797
8600330,-588.8663651943207,25.878314971923828,-633.826587677002,33.17525863647461,-44.960222482681274,7.296943664550781
8600333,-1135.0796506404877,40.3393669128418,-1143.557184457779,41.46882629394531,-8.47753381729126,1.1294593811035156
8600335,-476.1418333053589,18.234289169311523,-510.90395069122314,22.539470672607422,-34.76211738586426,4.305181503295898
8600338,-908.8127341270447,23.99071502685547,-948.7219800949097,27.58327865600586,-39.90924596786499,3.5925636291503906
8600342,-1023.0227494239807,27.114627838134766,-1064.572525024414,31.00364875793457,-41.54977560043335,3.8890209197998047
8600345,-679.9425642490387,44.63694381713867,-718.9390354156494,56.76860046386719,-38.99647116661072,12.131656646728516
8600351,-708.032749414444,30.583114624023438,-763.4150054454803,39.96464538574219,-55.38225603103638,9.38153076171875
8600358,-729.2121305465698,27.930959701538086,-812.7943618297577,40.91062545776367,-83.58223128318787,12.979665756225586
8600359,-691.9788765907288,28.300886154174805,-719.5875856876373,32.33882522583008,-27.60870909690857,4.037939071655273
8600361,-699.1885528564453,30.796310424804688,-718.7580013275146,33.89690017700195,-19.569448471069336,3.1005897521972656
8600363,-1240.4945147037506,21.390554428100586,-1350.4604601860046,28.063512802124023,-109.96594548225403,6.6729583740234375
8600369,-644.0810680389404,20.281814575195312,-657.8386788368225,21.62851333618164,-13.75761079788208,1.3466987609863281
8600370,-851.4423458576202,24.26227378845215,-868.4541184902191,25.858442306518555,-17.011772632598877,1.5961685180664062
8600371,-639.5521359443665,25.281206130981445,-680.0674867630005,31.021615982055664,-40.51535081863403,5.740409851074219
8600372,-448.464879989624,25.187957763671875,-463.3985438346863,28.730533599853516,-14.933663845062256,3.5425758361816406
8600373,-818.4191827774048,29.42655372619629,-893.6244349479675,40.15162658691406,-75.20525217056274,10.725072860717773
8600375,-1052.1833305358887,25.217954635620117,-1130.471983909607,31.724868774414062,-78.28865337371826,6.506914138793945
8600380,-1163.8820123672485,21.91607093811035,-1205.117376089096,24.449207305908203,-41.235363721847534,2.5331363677978516
8600382,-853.5631754398346,34.52749252319336,-889.90269780159,40.14678192138672,-36.33952236175537,5.619289398193359
8600384,-635.0428247451782,17.931488037109375,-731.1043758392334,27.334909439086914,-96.06155109405518,9.403421401977539
8600389,-872.1009700298309,43.611846923828125,-913.6873741149902,52.21430969238281,-41.5864040851593,8.602462768554688
8600392,-819.2814688682556,29.531591415405273,-847.6431517601013,33.20357894897461,-28.361682891845703,3.671987533569336
8600393,-333.32672023773193,58.262577056884766,-333.32672023773193,58.262577056884766,0.0,0.0
8600395,-410.251651763916,17.61749839782715,-450.3028304576874,23.312061309814453,-40.05117869377136,5.694562911987305
8600396,-523.0613894462585,20.208431243896484,-570.0857334136963,26.479074478149414,-47.024343967437744,6.27064323425293
8600401,-871.6042685508728,40.81111145019531,-940.455023765564,53.784156799316406,-68.85075521469116,12.973045349121094
8600419,-343.146541595459,54.05900192260742,-363.2100315093994,68.26331329345703,-20.06348991394043,14.20431137084961
8600422,-486.96360540390015,59.867340087890625,-497.19692039489746,65.2434310913086,-10.233314990997314,5.376091003417969
8600423,-614.6289281845093,32.21653366088867,-626.1515779495239,34.38359451293945,-11.522649765014648,2.1670608520507812
8600424,-934.8313293457031,40.83943557739258,-992.8681182861328,51.416175842285156,-58.03678894042969,10.576740264892578
8600425,-693.282265663147,41.56772232055664,-707.8631386756897,44.957420349121094,-14.580873012542725,3.389698028564453
8600428,-854.04212474823,26.703039169311523,-883.0509757995605,29.85492706298828,-29.008851051330566,3.151887893676758
8600431,-614.443380355835,28.20124626159668,-648.6666984558105,33.96608352661133,-34.223318099975586,5.764837265014648
8600432,-364.6029531955719,18.482486724853516,-376.65092945098877,20.352575302124023,-12.04797625541687,1.8700885772705078
8600437,-712.8621790409088,53.64939880371094,-752.5010194778442,68.5479736328125,-39.638840436935425,14.898574829101562
8600438,-572.8998947143555,35.89594650268555,-660.7525634765625,62.15949249267578,-87.85266876220703,26.263545989990234
8600440,-371.2694787979126,24.54722785949707,-428.6589603424072,40.259090423583984,-57.38948154449463,15.711862564086914
8600443,-346.57984137535095,38.40581512451172,-347.5647077560425,40.346187591552734,-0.9848663806915283,1.9403724670410156
8600444,-702.3892636299133,43.65362548828125,-704.6612348556519,44.190120697021484,-2.2719712257385254,0.5364952087402344
8600446,-451.1071665287018,47.257755279541016,-474.62415504455566,59.834808349609375,-23.516988515853882,12.57705307006836
8600447,-620.140433549881,26.606786727905273,-598.1291170120239,23.68174171447754,22.011316537857056,-2.9250450134277344
8600451,-626.5423364639282,21.569622039794922,-646.8745667934418,24.20536231994629,-20.33223032951355,2.635740280151367
8600457,-905.1951084136963,42.118019104003906,-913.183587551117,43.53154754638672,-7.988479137420654,1.4135284423828125
8600458,-988.1384439468384,24.73555564880371,-1023.1185836791992,27.710559844970703,-34.98013973236084,2.975004196166992
8600460,-594.1634387969971,34.35292434692383,-613.273001909256,39.3420295715332,-19.10956311225891,4.989105224609375
8600465,-681.8758144378662,38.336204528808594,-722.1891963481903,49.58683395385742,-40.3133819103241,11.250629425048828
8600466,-675.6445541381836,48.57041931152344,-715.3808841705322,61.031150817871094,-39.73633003234863,12.460731506347656
8600471,-544.8657631874084,56.60190963745117,-559.6646690368652,63.15956115722656,-14.798905849456787,6.557651519775391
8600472,-639.2254295349121,36.275917053222656,-665.3598685264587,42.012901306152344,-26.13443899154663,5.7369842529296875
8600475,-530.7045414447784,36.97473907470703,-554.7530007362366,43.54652786254883,-24.04845929145813,6.571788787841797
8600476,-783.5997295379639,28.063419342041016,-823.3280432224274,33.23234176635742,-39.7283136844635,5.168922424316406
8600483,-485.74786376953125,20.05430030822754,-516.7551355361938,24.284700393676758,-31.007271766662598,4.230400085449219
8600484,-795.9276437759399,24.136146545410156,-849.0127921104431,29.846010208129883,-53.085148334503174,5.709863662719727
8600485,-721.3348388671875,42.81772994995117,-746.6931610107422,48.863311767578125,-25.358322143554688,6.045581817626953
8600486,-799.9020824432373,31.432859420776367,-821.9274864196777,34.56324768066406,-22.02540397644043,3.1303882598876953
8600489,-487.59726786613464,19.913427352905273,-500.81143593788147,21.595022201538086,-13.214168071746826,1.6815948486328125
8600492,-411.1853849887848,25.474557876586914,-426.2782440185547,28.689224243164062,-15.092859029769897,3.2146663665771484
8600494,-285.33594131469727,62.50856018066406,-285.33594131469727,62.50856018066406,0.0,0.0
8600496,-459.60734272003174,16.48554229736328,-490.4367952346802,19.894996643066406,-30.829452514648438,3.409454345703125
8600499,-507.2740669250488,45.335514068603516,-495.1603066921234,41.38877868652344,12.113760232925415,-3.946735382080078
8600501,-834.3579435348511,24.756027221679688,-874.285569190979,28.865201950073242,-39.92762565612793,4.109174728393555
8600502,-696.8131680488586,50.133060455322266,-710.0937268733978,52.82603073120117,-13.280558824539185,2.6929702758789062
8600504,-842.3336184024811,46.81821060180664,-864.7314548492432,51.85987854003906,-22.397836446762085,5.041667938232422
8600505,-1136.255192041397,32.29093551635742,-1177.633442401886,36.64677810668945,-41.37825036048889,4.355842590332031
8600506,-582.6618177890778,35.6807861328125,-581.602783203125,35.44971466064453,1.0590345859527588,-0.23107147216796875
8600508,-978.621319770813,28.874528884887695,-1043.8429169654846,36.128753662109375,-65.22159719467163,7.25422477722168
8600509,-892.1934020519257,33.075660705566406,-1035.6533360481262,58.0546989440918,-143.45993399620056,24.97903823852539
8600510,-513.9548506736755,25.340919494628906,-586.5854415893555,40.01348876953125,-72.63059091567993,14.672569274902344
8600514,-585.4516754150391,21.09903907775879,-602.1787261962891,23.019634246826172,-16.72705078125,1.9205951690673828
8600515,-372.04715394973755,52.349815368652344,-385.3163981437683,57.74068832397461,-13.269244194030762,5.390872955322266
8600516,-431.9178957939148,56.63435745239258,-452.46510076522827,68.62423706054688,-20.547204971313477,11.989879608154297
8600517,-536.4342651367188,66.08175659179688,-535.862548828125,65.7872543334961,0.57171630859375,-0.29450225830078125
8600519,-727.7927973270416,21.01335334777832,-744.0889201164246,22.496118545532227,-16.296122789382935,1.4827651977539062
8600520,-792.982638835907,27.9903507232666,-879.6041214466095,39.66035079956055,-86.62148261070251,11.670000076293945
8600523,-713.9407720565796,68.34043884277344,-734.646240234375,79.27273559570312,-20.70546817779541,10.932296752929688
8600525,-641.1779451370239,35.23710632324219,-657.8922700881958,38.66585922241211,-16.714324951171875,3.428752899169922
8600526,-440.9776306152344,29.729373931884766,-456.40897512435913,33.476318359375,-15.431344509124756,3.7469444274902344
8600528,-336.58233642578125,20.190242767333984,-340.4172706604004,20.893537521362305,-3.8349342346191406,0.7032947540283203
8600529,-551.6519050598145,35.9509391784668,-586.4592571258545,45.06820297241211,-34.80735206604004,9.117263793945312
8600530,-737.9567747116089,32.489864349365234,-770.9906425476074,37.96817398071289,-33.033867835998535,5.478309631347656
8600533,-490.77545285224915,25.794687271118164,-486.7114567756653,25.109710693359375,4.063996076583862,-0.6849765777587891
8600535,-464.89781880378723,29.767425537109375,-490.1723518371582,36.75258255004883,-25.27453303337097,6.985157012939453
8600536,-587.8442039489746,30.4991512298584,-623.5181286334991,38.332759857177734,-35.673924684524536,7.833608627319336
8600538,-459.39410305023193,27.90882110595703,-479.715877532959,32.336673736572266,-20.32177448272705,4.427852630615234
8600542,-929.5317306518555,35.213314056396484,-963.5402140617371,41.27398681640625,-34.00848340988159,6.060672760009766
8600543,-716.1695384979248,21.909879684448242,-725.9572486877441,22.8539981842041,-9.787710189819336,0.9441184997558594
8600545,-680.9932188987732,43.05134582519531,-682.4453861713409,43.398136138916016,-1.452167272567749,0.3467903137207031
8600547,-473.7083020210266,35.223609924316406,-480.40985560417175,37.04391860961914,-6.701553583145142,1.8203086853027344
8600549,-580.7411456108093,33.77238082885742,-599.7807812690735,37.90317916870117,-19.03963565826416,4.13079833984375
8600553,-474.8110771179199,27.03951072692871,-568.6617803573608,50.491519927978516,-93.85070323944092,23.452009201049805
8600555,-984.2541446685791,45.373966217041016,-997.9466528892517,47.84708786010742,-13.692508220672607,2.4731216430664062
8600567,-584.4966049194336,27.688119888305664,-605.6532592773438,31.224769592285156,-21.156654357910156,3.536649703979492
8600571,-798.2073364257812,22.60107421875,-827.3881225585938,25.329883575439453,-29.1807861328125,2.728809356689453
8600574,-714.8098726272583,46.66823959350586,-730.1648025512695,50.68435287475586,-15.35492992401123,4.01611328125
8600578,-514.0813732147217,30.0996150970459,-534.5890998840332,34.47813034057617,-20.507726669311523,4.378515243530273
8600580,-434.11591148376465,39.6047248840332,-446.4929723739624,43.984561920166016,-12.377060890197754,4.3798370361328125
8600581,-353.1238684654236,22.759666442871094,-353.1238684654236,22.759666442871094,0.0,0.0
8600584,-711.1607666015625,27.74848175048828,-745.5940546989441,32.59257125854492,-34.43328809738159,4.844089508056641
8600594,-552.2904396057129,46.30964660644531,-552.2562103271484,46.298641204833984,0.034229278564453125,-0.011005401611328125
8600595,-687.5843553543091,23.773975372314453,-713.1987950801849,26.752565383911133,-25.614439725875854,2.9785900115966797
8600596,-368.9092848300934,27.75752830505371,-370.05892753601074,28.046510696411133,-1.1496427059173584,0.2889823913574219
8600597,-349.18506145477295,32.8466796875,-352.6344299316406,33.999446868896484,-3.449368476867676,1.1527671813964844
8600612,-662.0807371139526,38.779998779296875,-686.4346063137054,44.3652458190918,-24.353869199752808,5.585247039794922
8600617,-613.7683839797974,26.172924041748047,-637.1482093334198,29.112119674682617,-23.379825353622437,2.9391956329345703
8600623,-538.4594776630402,30.866708755493164,-544.4844119548798,32.07425308227539,-6.0249342918396,1.2075443267822266
8600628,-579.7689027786255,32.87076950073242,-602.2409982681274,37.63587951660156,-22.472095489501953,4.765110015869141
8600635,-854.1696548461914,22.3331356048584,-875.7858157157898,24.159452438354492,-21.61616086959839,1.8263168334960938
8600636,-518.311865568161,32.41441345214844,-520.7542014122009,32.950111389160156,-2.442335844039917,0.5356979370117188
8600639,-649.2933320999146,43.59581756591797,-682.530927658081,52.889408111572266,-33.237595558166504,9.293590545654297
8600642,-418.4875738620758,53.817352294921875,-437.97948360443115,64.79530334472656,-19.491909742355347,10.977951049804688
8600647,-317.2760934829712,25.470251083374023,-321.0345673561096,26.466054916381836,-3.7584738731384277,0.9958038330078125
8600649,-432.4025502204895,30.93122673034668,-448.1182737350464,35.040138244628906,-15.715723514556885,4.108911514282227
8600650,-539.7413482666016,61.56927490234375,-572.8053007125854,79.24620819091797,-33.06395244598389,17.67693328857422
8600654,-649.2696726322174,39.18093490600586,-677.0949339866638,45.850914001464844,-27.82526135444641,6.669979095458984
8600657,-502.133113861084,18.848833084106445,-544.6493003368378,24.169309616088867,-42.516186475753784,5.320476531982422
8600661,-483.54963421821594,34.10893630981445,-505.71259593963623,40.0982551574707,-22.162961721420288,5.98931884765625
8600662,-853.5108268260956,21.31004524230957,-962.665433883667,30.748943328857422,-109.15460705757141,9.438898086547852
8600668,-584.9407744407654,37.83264923095703,-601.3448097705841,41.89057922363281,-16.404035329818726,4.057929992675781
8600675,-864.2480850219727,20.97071647644043,-929.3237895965576,26.371051788330078,-65.07570457458496,5.400335311889648
8600676,-447.16316843032837,25.541709899902344,-489.5332374572754,34.720916748046875,-42.37006902694702,9.179206848144531
8600681,-769.7175827026367,47.84313201904297,-786.3650937080383,52.01766586303711,-16.64751100540161,4.174533843994141
8600683,-488.41587567329407,30.432029724121094,-511.85103821754456,35.85123062133789,-23.43516254425049,5.419200897216797
8600713,-690.7783181667328,19.3891544342041,-716.9522542953491,21.694272994995117,-26.173936128616333,2.3051185607910156
8600717,-571.5900323390961,24.367259979248047,-618.2531962394714,31.6243839263916,-46.663163900375366,7.257123947143555
8600725,-713.587459564209,19.800785064697266,-748.4550549983978,22.91086196899414,-34.86759543418884,3.110076904296875
8600727,-945.3924736976624,41.96051788330078,-957.1531050205231,43.957088470458984,-11.760631322860718,1.9965705871582031
